,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
2515,M416,MonsterTma,9.0,395976.6,498915.9,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1318,Shoot0nMyFace,12.0,383546.2,495422.4
2516,UMP9,SEXYTenTum,1.0,290731.3,467394.8,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1517,ant9162,9.0,290789.9,466901.9
2517,M416,ant9162,9.0,414995.7,480520.8,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1104,Adham1717,14.0,410829.4,473372.0
2518,UMP9,TWJasa,19.0,686226.4,459919.9,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,331,Skill_Shak,21.0,686490.6,459911.4
2519,M416,DaitenshiGabu,10.0,400821.3,498264.0,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1272,TwitchingJay,9.0,403064.3,491533.6
2520,UMP9,vVv_Gh0sT,17.0,700592.4,344116.3,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,196,ThatOneChampp,24.0,701148.7,343364.4
2521,S686,BloooodMary,7.0,621683.9,374546.8,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,114,e_m_p_t_y,26.0,621922.2,374424.9
2522,M16A4,CloudNguyen,4.0,357752.9,404801.7,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,379,IP79,20.0,358172.5,404669.5
2523,AKM,JameSwith,4.0,298210.3,484525.3,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1188,Broskisan,15.0,297727.9,483956.7
2524,Down and Out,ant9162,9.0,543986.0,453891.9,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,850,EdwinJHealy,17.0,545879.7,452507.9
2525,Drown,XXDEHUSBAND,12.0,781356.7,10574.09,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,494,XXDEHUSBAND,12.0,781356.7,10574.09
2526,Bluezone,,,,,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1649,DarkPromise1911,5.0,286081.3,525621.4
2527,SCAR-L,Metasequoia,6.0,315753.2,514085.6,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1388,FuTaoBo,11.0,312533.9,517500.8
2528,UMP9,KyleDoggy,6.0,312443.8,515405.4,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1418,YouAreShi,11.0,308914.1,515673.8
2529,S686,Titanaium_Matrix,24.0,710913.3,328622.1,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,132,MacR98,17.0,710731.0,328384.2
2530,S686,BloooodMary,7.0,623681.2,378265.3,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,128,Cappucclno,26.0,623711.1,378895.9
2531,SKS,TwitchingJay,9.0,411481.4,481157.5,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1124,Da_Banana642,14.0,413615.2,468255.1
2532,Mini 14,GaryKAI,2.0,271280.5,483446.1,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1752,CrazyAsu,3.0,276860.3,469358.3
2533,Down and Out,LiangshengAx,23.0,618265.3,308384.9,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,227,franskiss,9.0,618106.3,308232.9
2534,S686,BloooodMary,7.0,625770.2,378288.0,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,298,GGcMM,22.0,626248.0,378559.8
2535,M16A4,JameSwith,4.0,297298.6,484682.1,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1193,Brocheesecakery,15.0,296921.2,483332.7
2536,Punch,DaitenshiGabu,10.0,648587.0,273849.2,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,115,Ashleyn,29.0,0.0,0.0
2537,P1911,franskiss,9.0,617688.4,308124.2,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,202,leekent1,23.0,617441.8,306227.2
2538,M416,ant9162,9.0,617545.3,308531.6,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,286,DengKiMi,23.0,617447.2,308207.2
2539,P92,MonsterTma,9.0,621819.6,296574.0,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,141,SHENDUF,23.0,621605.6,296647.0
2540,Down and Out,BloooodMary,7.0,625784.1,378271.9,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,298,85833817,22.0,626691.4,378472.5
2541,Down and Out,ant9162,9.0,543216.9,454184.7,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,850,vVv_Gh0sT,17.0,544543.3,453620.4
2542,Mini 14,HHHHHHYYYYYY,1.0,281973.1,471418.5,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1761,LOVEyueyuer,2.0,271490.2,483905.9
2543,SCAR-L,LaozyDays,25.0,361738.9,402903.3,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,185,57Street,20.0,361301.2,403492.4
2544,M16A4,JameSwith,4.0,357690.0,405056.8,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,386,XiangJiaMin,20.0,359019.0,404105.8
2545,M16A4,Clincher07,2.0,563085.6,247398.4,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1632,Keldyn,6.0,560470.1,249759.7
2546,S1897,jjbobly,36.0,365474.1,396620.7,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,322,DirkGently,34.0,365215.9,396739.1
2547,Down and Out,Sevvy,1.0,549710.4,227408.7,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1857,heatCave,4.0,543855.4,227445.5
2548,M16A4,Lizard_Manifold,27.0,107581.3,449688.5,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,481,TheeJesseB,25.0,107927.9,449825.2
2549,Down and Out,Kidink504,10.0,210030.2,396518.1,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,288,MuscleTwat,38.0,213699.3,392961.6
2550,Down and Out,masterkeys709,3.0,405655.0,307880.2,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,683,neutrophil,24.0,397921.9,302361.9
2551,Bluezone,,,,,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1666,frekinbish,6.0,556769.8,247226.7
2552,Down and Out,Beele_Q,8.0,557441.8,153305.4,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1339,PhuckYoung,12.0,553020.4,165730.8
2553,M16A4,Kidink504,10.0,210765.0,395237.1,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,288,LovermanOwens,38.0,213221.2,393116.9
2554,Down and Out,BadBunny0695,40.0,340539.1,164414.8,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,85,TheBestMJ,50.0,341668.8,165339.3
2555,M16A4,Theseus,7.0,170989.7,627239.0,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,293,CheneyCares,37.0,172315.5,625447.8
2556,UMP9,neutrophil,24.0,408307.4,287635.7,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,133,TheDankDolphin,43.0,408383.6,289206.0
2557,Tommy Gun,turtlesz,24.0,407732.8,287183.7,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,188,notso-friendly,43.0,407600.1,288223.3
2558,SCAR-L,Surwivor,1.0,549575.6,230281.6,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1870,HEAVYARMS45,4.0,545948.9,230023.0
2559,S1897,SavageSameister,34.0,543140.4,237805.9,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,319,Gotham2000,30.0,543930.6,238066.7
2560,Grenade,h0tPie,9.0,543853.5,251385.7,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1552,Embalmer,3.0,549166.1,251262.5
2561,SCAR-L,Surwivor,1.0,542519.9,234252.3,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1973,IbetterSit,2.0,542480.3,234059.8
2562,UMP9,neutrophil,24.0,401343.0,293686.3,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,332,PoeticAF,35.0,401982.6,293746.5
2563,Grenade,Stolworthy,30.0,544101.3,237375.8,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,385,Stolworthy,30.0,544101.3,237375.8
2564,Down and Out,CrimsonMatter,25.0,111036.9,452423.2,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,501,Lizard_Manifold,27.0,107669.1,450628.6
2565,M16A4,Theseus,7.0,362078.5,239684.0,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1078,Yato,16.0,358766.7,236053.1
2566,UMP9,CrimsonMatter,25.0,109680.0,454179.8,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,501,noah210,27.0,109661.2,453545.4
2567,Kar98k,masterkeys709,3.0,548462.2,250212.3,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1567,h0tPie,9.0,543632.4,251221.0
2568,M16A4,masterkeys709,3.0,397173.4,305353.8,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,718,turtlesz,24.0,397710.4,302337.1
2569,Down and Out,Theseus,7.0,171027.6,627377.2,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,293,BLVCKGojira,37.0,171265.0,627414.4
2570,M416,Barrylolhaha,25.0,512945.5,271169.2,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,497,Broice,28.0,524008.8,269645.1
2571,UMP9,neutrophil,24.0,401338.8,293672.2,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,332,ParadoX117,35.0,401670.6,293713.1
2572,Down and Out,ActiveM8,16.0,264891.1,276091.8,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,951,Tengu_,20.0,264431.6,278559.2
2573,Down and Out,Barrylolhaha,25.0,512335.9,269354.8,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,497,TristanTaka,28.0,522686.4,272281.8
2574,Mini 14,MikeHuntss,5.0,348606.9,324935.9,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,368,MCmike29,31.0,350104.7,322779.5
2575,M416,IbetterSit,2.0,541763.3,234164.5,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1955,masterkeys709,3.0,541337.4,234337.1
2576,SKS,PunchPilot,8.0,558028.8,153149.7,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1339,kid_Christopher,12.0,552419.6,165232.2
2577,M16A4,heatCave,4.0,537568.1,222427.1,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1678,Raksaza,5.0,536024.9,225153.8
2578,Bluezone,,,,,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,804,CrimsonMatter,25.0,0.0,0.0
2579,AKM,Yato,16.0,263894.7,276328.7,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,953,AquwardTurtle,20.0,264062.7,278491.3
2580,M416,PhuckYoung,12.0,377213.9,117776.6,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,260,Genhiz,39.0,377784.8,118018.7
2581,Down and Out,Stolworthy,30.0,543962.4,236930.4,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,361,Allen_Level,34.0,543916.6,237438.7
2582,SCAR-L,TristanTaka,28.0,520522.3,269316.6,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,412,Tigerv587,25.0,522636.9,272231.2
2583,AKM,masterkeys709,3.0,546163.7,250292.0,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1500,lethalbac0n,9.0,547275.8,253398.3
2584,S686,ParadoX117,35.0,389387.2,278122.8,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,101,Ryannnnn_,49.0,391383.9,280842.1
2585,UMP9,MikeHuntss,5.0,354015.5,325292.6,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,383,ChnkKhalifa,31.0,353297.1,324435.2
2586,M416,StonedDude,40.0,337433.6,168485.1,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,85,Airmiles,50.0,337435.2,170546.1
2587,Down and Out,Yourboynasty,7.0,453637.9,198967.2,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1216,admisan,15.0,454106.3,205852.4
2588,Down and Out,kimo671,46.0,423219.9,324475.3,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,128,OldDog123,26.0,423371.7,324593.2
2589,S1897,ChnkKhalifa,31.0,354428.8,322804.3,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,375,boo_cake,29.0,355094.7,323542.2
2590,Sickle,popthatbabymaker,15.0,208536.2,552642.3,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,156,decline_2,50.0,0.0,0.0
2591,M16A4,TeddyBearx,34.0,365765.3,396544.9,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,331,YoungPK420,36.0,365337.0,396752.9
2592,UMP9,Theseus,7.0,170580.0,620583.3,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,379,Chelo0725,32.0,171108.5,620764.6
2593,Bluezone,,,,,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1015,TeddyBearx,34.0,0.0,0.0
2594,M16A4,Stolworthy,30.0,542565.8,238293.4,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,361,SavageSameister,34.0,544427.2,237413.0
2595,Punch,noah210,27.0,162251.4,414303.1,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,154,Prooten,50.0,0.0,0.0
2596,UMP9,MikeHuntss,5.0,354607.8,325411.2,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,387,Montezuman,29.0,355093.6,325259.8
2597,M16A4,heatCave,4.0,537563.9,222445.7,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1675,MikeHuntss,5.0,537315.9,226060.5
2598,S1897,HARSH1113,14.0,553986.8,129554.8,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,127,YYDDHC,33.0,554160.4,129609.7
2599,Down and Out,BadBunny0695,40.0,341689.4,174711.5,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,131,DHL_ShotGun,,342173.2,171148.6
2600,Bluezone,,,,,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1662,Yourboynasty,7.0,539535.9,208086.4
2601,Mini 14,Tengu_,20.0,214168.9,278897.9,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,234,caonima6b,42.0,215084.1,278560.5
2602,M16A4,turtlesz,24.0,398453.4,303839.9,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,593,Mohashi-,26.0,399319.4,301752.3
2603,Bluezone,,,,,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1640,PunchPilot,8.0,542104.9,186220.2
2604,Uaz,Tengu_,20.0,224441.9,283360.0,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,722,Mybest-redhat,23.0,231398.2,269134.2
2605,Down and Out,Yourboynasty,7.0,171424.2,620991.5,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,379,FuglyGod,32.0,170409.5,620415.4
2606,Uaz,Tengu_,20.0,224441.9,283360.0,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,722,Melonrind0_0,23.0,231309.5,269151.2
2607,M416,StonedDude,40.0,335790.5,174698.9,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,129,Chicken-Lok,,335993.5,174811.8
2608,Down and Out,StonedDude,40.0,336878.1,173643.6,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,115,WorldWideWeapon,48.0,336938.0,173649.7
2609,Bluezone,frekinbish,6.0,559421.0,246888.7,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1659,Clincher07,2.0,559107.3,248068.0
2610,Down and Out,PunchPilot,8.0,541975.1,186129.2,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1642,Theseus,7.0,535126.4,193149.9
2611,Down and Out,TeddyBearx,34.0,365798.8,396617.0,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,331,jjbobly,36.0,365195.7,396663.2
2612,UMP9,Mohashi-,26.0,422087.6,324327.3,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,258,anzzz,41.0,423407.3,324376.6
2613,Bluezone,,,,,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,823,egebd,50.0,0.0,0.0
2614,M16A4,kid_Christopher,12.0,377038.8,121745.1,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,240,Makiel,39.0,379016.2,120955.9
2615,SKS,Remote-sniper,19.0,377652.9,174103.1,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,708,Barrylolhaha,25.0,392982.3,189620.3
2616,Mini 14,AquwardTurtle,20.0,216934.2,282512.6,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,218,GuoFu_DiYiZhuZhu,42.0,214615.8,279008.2
2617,Down and Out,,,,,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1051,ActiveM8,16.0,281264.4,261605.0
2618,Bluezone,Sevvy,1.0,550210.9,224496.0,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1614,Beele_Q,8.0,541258.6,186046.7
2619,S1897,PoeticAF,35.0,391621.8,282487.4,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,110,tracy2nao,49.0,391431.0,283094.9
2620,Down and Out,Remote-sniper,19.0,331901.7,160952.3,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,258,BadBunny0695,40.0,339934.8,162290.3
2621,Tommy Gun,HARSH1113,14.0,567693.0,129858.2,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,371,MH--9641,33.0,567981.7,129940.8
2622,M416,PhuckYoung,12.0,386779.1,169803.1,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,983,clerlavebaby,19.0,386638.3,169311.8
2623,Micro UZI,Yourboynasty,7.0,363960.7,241122.0,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,994,NeodNcEr,18.0,365057.7,241840.0
2624,M16A4,OldDog123,26.0,423366.0,324570.4,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,115,JOHNisCOOL,46.0,419416.8,324409.3
2625,Punch,TeddyBearx,34.0,365273.0,391870.8,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,137,ehxhflskan,13.0,365236.9,391963.1
2626,M16A4,Theseus,7.0,526451.4,192971.9,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1479,Kidink504,10.0,535114.9,186834.1
2627,Kar98k,Yourboynasty,7.0,453766.8,199020.8,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1216,popthatbabymaker,15.0,451509.8,206796.9
2628,Down and Out,MH--9641,33.0,570241.8,129451.3,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,357,H1TMANDAMONST3R,14.0,567461.4,128676.8
2629,AKM,kid_Christopher,12.0,389678.3,169008.4,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,986,Remote-sniper,19.0,387788.8,167535.8
2630,UMP9,Mohashi-,26.0,423253.9,325148.2,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,137,kimo671,46.0,423033.6,324976.7
2631,M416,kid_Christopher,12.0,552451.7,166010.8,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1315,HARSH1113,14.0,556585.5,174241.5
2632,P92,LovermanOwens,38.0,217157.0,393676.2,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,199,SwampDog35,10.0,216950.3,393946.3
